Customer ID,CLTV,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Population,NPS
1518-VOWAV,5900,No,0,9,Offer E,Yes,36.43,No,Yes,DSL,16,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.65,703.55,0.0,0,327.87,1031.42,Female,31,No,No,No,No,0,United States,California,Fallbrook,92028,"33.362575, -117.299644",33.362575,-117.299644,42239,Detractor
5909-ECHUI,3065,No,0,1,,Yes,26.14,No,Yes,DSL,22,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,56.25,56.25,0.0,0,26.14,82.39,Female,49,No,No,No,No,0,United States,California,Oak Run,96069,"40.689243, -122.037023",40.689243,-122.037023,829,Detractor
1309-BXVOQ,3584,Yes,1,21,Offer D,Yes,21.83,Yes,Yes,Fiber Optic,59,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.1,2249.95,0.0,0,458.43,2708.38,Male,27,Yes,No,Yes,No,0,United States,California,Old Station,96071,"40.656287, -121.428965",40.656287,-121.428965,182,Detractor
2856-HYAPG,3052,No,0,1,Offer E,Yes,12.4,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,68.65,68.65,0.0,0,12.4,81.05000000000001,Female,62,No,No,No,No,0,United States,California,Platina,96076,"40.367964, -122.937379",40.367964,-122.937379,215,Detractor
4488-PSYCG,4327,No,0,16,Offer D,Yes,21.04,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.25,327.45,0.0,0,336.64,664.0899999999999,Male,24,Yes,No,No,No,0,United States,California,Seiad Valley,96086,"41.924174, -123.260788",41.924174,-123.260788,332,Detractor
6906-ANDWJ,2510,Yes,1,15,Offer D,Yes,34.63,Yes,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,1107.25,0.0,0,519.45,1626.7,Male,39,No,No,Yes,No,0,United States,California,Vina,96092,"39.955164, -122.018567",39.955164,-122.018567,439,Detractor
1031-IIDEO,2874,No,0,1,Offer E,Yes,27.05,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.85,70.85,0.0,0,27.05,97.9,Female,51,No,No,No,No,0,United States,California,Sierra City,96125,"39.600599, -120.636358",39.600599,-120.636358,348,Detractor
5832-XKAES,2320,No,0,2,Offer E,Yes,37.72,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.8,134.7,0.0,0,75.44,210.14,Male,56,No,No,No,No,0,United States,California,Sierraville,96126,"39.559709, -120.345639",39.559709,-120.345639,227,Detractor
4701-AHWMW,6041,Yes,1,55,,No,0.0,No,Yes,DSL,42,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,54.55,2978.3,0.0,50,0.0,3028.3,Male,30,No,No,Yes,No,0,United States,California,Susanville,96130,"40.559177, -120.612113",40.559177,-120.612113,19440,Detractor
9210-IAHGH,2248,No,0,7,Offer E,Yes,23.35,No,Yes,DSL,6,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,70.75,450.8,0.0,0,163.45000000000002,614.25,Female,57,No,No,No,No,0,United States,California,Wendel,96136,"40.345949, -120.081187",40.345949,-120.081187,162,Detractor
0023-XUOPT,2973,Yes,1,13,,Yes,43.56,Yes,Yes,Fiber Optic,52,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,94.1,1215.6,0.0,0,566.28,1781.88,Female,26,Yes,No,Yes,No,0,United States,California,Carnelian Bay,96140,"39.227434, -120.091806",39.227434,-120.091806,1943,Detractor
4592-IWTJI,2613,Yes,1,3,Offer E,No,0.0,No,Yes,Cable,15,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,29.7,91.7,0.0,0,0.0,91.7,Female,46,No,No,Yes,Yes,2,United States,California,Homewood,96141,"39.117018, -120.212535",39.117018,-120.212535,858,Detractor
6518-LGAOV,2341,Yes,1,38,,Yes,19.08,Yes,Yes,Fiber Optic,4,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.0,4026.4,0.0,0,725.04,4751.4400000000005,Female,60,No,No,Yes,No,0,United States,California,San Diego,92121,"32.898613, -117.202937",32.898613,-117.202937,4258,Detractor
7242-QZLXF,5421,No,0,1,,No,0.0,No,Yes,Cable,51,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.3,25.3,0.0,10,0.0,35.3,Male,20,Yes,No,No,Yes,3,United States,California,San Diego,92121,"32.898613, -117.202937",32.898613,-117.202937,4258,Detractor
4576-CSAJH,5866,No,0,22,,Yes,33.53,No,Yes,DSL,59,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,55.15,1193.05,0.0,0,737.6600000000001,1930.71,Male,22,Yes,No,No,No,0,United States,California,San Diego,92121,"32.898613, -117.202937",32.898613,-117.202937,4258,Detractor
1000-AJSLD,4389,No,0,1,,Yes,4.11,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.1,20.1,0.0,0,4.11,24.21,Male,25,Yes,No,No,No,0,United States,California,San Diego,92121,"32.898613, -117.202937",32.898613,-117.202937,4258,Detractor
1062-LHZOD,2100,No,0,1,,Yes,4.99,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,69.9,69.9,0.0,0,4.99,74.89,Male,49,No,No,Yes,No,0,United States,California,San Diego,92121,"32.898613, -117.202937",32.898613,-117.202937,4258,Detractor
9600-NAXZN,3370,No,0,43,,Yes,49.64,Yes,Yes,Fiber Optic,27,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.4,4528.0,0.0,0,2134.52,6662.52,Male,39,No,No,No,No,0,United States,California,San Diego,92121,"32.898613, -117.202937",32.898613,-117.202937,4258,Detractor
6457-USBER,4424,No,0,1,,Yes,41.77,No,Yes,Fiber Optic,15,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.8,80.8,0.0,0,41.77,122.57,Male,34,No,No,No,No,0,United States,California,San Diego,92121,"32.898613, -117.202937",32.898613,-117.202937,4258,Detractor
4662-EKDPQ,5344,No,0,2,,Yes,37.29,Yes,Yes,Cable,20,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,62.05,118.3,0.0,0,74.58,192.88,Male,44,No,No,No,No,0,United States,California,San Diego,92121,"32.898613, -117.202937",32.898613,-117.202937,4258,Detractor
9259-PACGQ,3918,Yes,1,34,,Yes,41.32,Yes,Yes,Cable,71,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,62.65,2274.9,0.0,0,1404.88,3679.78,Female,19,Yes,No,Yes,No,0,United States,California,Los Angeles,90026,"34.078991, -118.263804",34.078991,-118.263804,73686,Detractor
4415-IJZTP,2016,No,0,1,,Yes,13.61,Yes,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.5,74.5,0.0,0,13.61,88.11,Female,33,No,No,No,No,0,United States,California,Los Angeles,90027,"34.127194, -118.295647",34.127194,-118.295647,48727,Detractor
1465-VINDH,3596,Yes,1,10,,Yes,32.07,Yes,Yes,Fiber Optic,22,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,102.1,1068.85,0.0,0,320.7,1389.55,Female,31,No,No,Yes,No,0,United States,California,Los Angeles,90028,"34.099869, -118.326843",34.099869,-118.326843,30568,Detractor
2810-FTLEM,4254,No,0,16,,Yes,14.26,No,Yes,DSL,53,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.15,762.25,0.0,0,228.16,990.41,Female,21,Yes,No,No,No,0,United States,California,Los Angeles,90036,"34.070291, -118.349191",34.070291,-118.349191,32901,Detractor
1925-TIBLE,3887,Yes,1,7,,Yes,22.61,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,86.5,582.5,0.0,20,158.26999999999998,760.77,Female,62,No,No,Yes,No,0,United States,California,Los Angeles,90049,"34.091829, -118.491244",34.091829,-118.491244,33523,Detractor
1447-GIQMR,4179,Yes,1,1,,Yes,2.2,No,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.15,69.15,0.0,0,2.2,71.35000000000001,Male,54,No,No,Yes,No,0,United States,California,Los Angeles,90062,"34.003553, -118.308933",34.003553,-118.308933,29299,Detractor
0872-NXJYS,3246,No,0,9,,Yes,45.41,No,Yes,Fiber Optic,23,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.55,723.4,0.0,0,408.69,1132.09,Female,40,No,No,No,No,0,United States,California,West Hollywood,90069,"34.093781, -118.381061",34.093781,-118.381061,20408,Detractor
9412-ARGBX,2459,No,0,48,,Yes,29.54,No,Yes,Fiber Optic,29,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,95.5,4627.85,0.0,0,1417.92,6045.77,Female,47,No,No,No,No,0,United States,California,Downey,90241,"33.940884, -118.128628",33.940884,-118.128628,40152,Detractor
2737-WFVYW,4566,No,0,2,,No,0.0,No,Yes,DSL,48,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,45.25,85.5,0.0,10,0.0,95.5,Female,28,Yes,No,No,No,0,United States,California,Marina Del Rey,90292,"33.977468, -118.445475",33.977468,-118.445475,18058,Detractor
9850-OWRHQ,5657,Yes,1,3,,Yes,16.29,Yes,Yes,Fiber Optic,24,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.1,228.0,0.0,0,48.87,276.87,Female,55,No,No,Yes,No,0,United States,California,Torrance,90502,"33.833181, -118.292062",33.833181,-118.292062,17058,Detractor
8676-TRMJS,3190,No,0,3,,Yes,34.49,Yes,Yes,Fiber Optic,52,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,75.0,209.1,0.0,0,103.47,312.57,Male,27,Yes,No,No,No,0,United States,California,Torrance,90504,"33.867257, -118.330794",33.867257,-118.330794,31678,Detractor
8182-PNAGI,3624,No,0,12,,Yes,46.58,No,Yes,DSL,26,No,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,50.25,593.75,0.0,120,558.96,1272.71,Male,50,No,No,No,No,0,United States,California,Pico Rivera,90660,"33.989524, -118.089299",33.989524,-118.089299,63288,Detractor
2180-DXNEG,5239,No,0,12,,Yes,25.54,No,Yes,Fiber Optic,27,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.0,1062.1,0.0,0,306.48,1368.58,Female,46,No,No,No,No,0,United States,California,Harbor City,90710,"33.798266, -118.300237",33.798266,-118.300237,24660,Detractor
5515-AKOAJ,5763,No,0,54,,Yes,41.83,Yes,Yes,Fiber Optic,9,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.1,5440.9,0.0,0,2258.82,7699.719999999999,Female,38,No,No,No,No,0,United States,California,Hawaiian Gardens,90716,"33.830431, -118.074071",33.830431,-118.074071,14852,Detractor
8976-OQHGT,5758,Yes,5,4,,Yes,42.71,No,Yes,DSL,56,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,56.5,235.1,0.0,0,170.84,405.94,Female,38,No,No,Yes,Yes,3,United States,California,Lomita,90717,"33.794209, -118.317354",33.794209,-118.317354,21065,Detractor
5294-CDGWY,5633,Yes,1,51,,No,0.0,No,Yes,DSL,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,59.3,3014.65,0.0,0,0.0,3014.65,Male,51,No,No,Yes,No,0,United States,California,Long Beach,90802,"33.752524, -118.210737",33.752524,-118.210737,38427,Detractor
5295-PCJOO,4455,No,0,4,,Yes,9.77,No,Yes,Cable,16,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.4,184.4,0.0,10,39.08,233.48,Male,44,No,No,No,Yes,2,United States,California,Long Beach,90805,"33.864622, -118.179626",33.864622,-118.179626,91664,Detractor
9863-JZAIC,2220,No,0,35,,Yes,48.93,No,Yes,Cable,14,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,55.0,2010.55,0.0,0,1712.55,3723.1,Male,60,No,No,No,No,0,United States,California,Long Beach,90807,"33.830099, -118.182239",33.830099,-118.182239,31556,Detractor
7660-HDPJV,2637,No,0,1,,Yes,10.08,No,Yes,Fiber Optic,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.2,69.2,0.0,0,10.08,79.28,Female,51,No,No,No,No,0,United States,California,Long Beach,90810,"33.819814, -118.222416",33.819814,-118.222416,35656,Detractor
7931-PXHFC,3818,No,0,38,,Yes,46.21,No,Yes,Cable,14,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,62.3,2354.8,0.0,0,1755.98,4110.780000000001,Male,46,No,No,No,No,0,United States,California,Duarte,91010,"34.145695, -117.95982",34.145695,-117.95982,27414,Detractor
4919-MOAVT,2421,No,0,3,Offer E,Yes,39.38,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.65,220.1,0.0,0,118.14,338.24,Male,53,No,No,No,No,0,United States,California,Pasadena,91103,"34.167465, -118.165327",34.167465,-118.165327,27891,Detractor
3090-HAWSU,4495,No,0,61,,Yes,7.82,Yes,Yes,Fiber Optic,11,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,111.6,6876.05,0.0,0,477.02,7353.070000000001,Male,44,No,No,No,No,0,United States,California,Pasadena,91107,"34.159007, -118.087353",34.159007,-118.087353,32369,Detractor
9820-RMCQV,4444,No,0,11,,Yes,19.01,No,Yes,DSL,8,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,48.55,501.0,0.0,130,209.11,840.11,Female,43,No,No,No,No,0,United States,California,San Marino,91108,"34.122671, -118.112911",34.122671,-118.112911,13158,Detractor
7839-QRKXN,4197,No,0,1,Offer E,Yes,48.25,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.2,20.2,0.0,0,48.25,68.45,Female,62,No,No,No,No,0,United States,California,Glendale,91203,"34.153338, -118.262974",34.153338,-118.262974,14493,Detractor
5204-QZXPU,2933,No,0,19,,No,0.0,No,Yes,DSL,21,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,39.65,733.35,0.0,0,0.0,733.35,Male,50,No,No,No,No,0,United States,California,Glendale,91205,"34.13658, -118.245839",34.13658,-118.245839,41390,Detractor
4597-ELFTS,5327,No,0,56,,Yes,2.58,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.9,1334.0,0.0,0,144.48000000000002,1478.48,Male,57,No,No,No,No,0,United States,California,Glendale,91206,"34.162515, -118.203869",34.162515,-118.203869,31297,Detractor
8450-JOVAH,5560,Yes,1,2,,Yes,5.67,Yes,Yes,DSL,53,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,56.7,113.55,0.0,0,11.34,124.89,Male,62,No,No,Yes,Yes,3,United States,California,Agoura Hills,91301,"34.129058, -118.759788",34.129058,-118.759788,25303,Detractor
1113-IUJYX,5887,Yes,3,14,,Yes,5.63,No,Yes,Fiber Optic,23,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,105.95,1348.9,0.0,0,78.82,1427.72,Female,59,No,No,Yes,No,0,United States,California,Winnetka,91306,"34.209532, -118.577563",34.209532,-118.577563,43857,Detractor
7758-XKCBS,5518,No,0,15,,No,0.0,No,Yes,DSL,29,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,29.7,438.25,0.0,90,0.0,528.25,Male,56,No,No,No,No,0,United States,California,Reseda,91335,"34.200175, -118.540958",34.200175,-118.540958,68018,Detractor
8992-JQYUN,4526,Yes,1,1,Offer E,No,0.0,No,Yes,DSL,20,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.35,50.35,0.0,0,0.0,50.35,Male,40,No,No,Yes,No,0,United States,California,San Fernando,91340,"34.286131, -118.435969",34.286131,-118.435969,33389,Detractor
0617-AQNWT,6347,Yes,5,64,,No,0.0,No,Yes,DSL,27,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,47.85,3147.5,0.0,0,0.0,3147.5,Female,61,No,No,Yes,No,0,United States,California,North Hills,91343,"34.238802, -118.482296",34.238802,-118.482296,57017,Detractor
2446-PLQVO,4512,No,0,1,Offer E,Yes,5.67,No,Yes,Fiber Optic,7,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,70.3,0.0,0,5.67,75.97,Male,32,No,No,No,No,0,United States,California,Santa Clarita,91350,"34.502432, -118.41459",34.502432,-118.41459,40077,Detractor
8784-CGILN,3068,No,0,18,,Yes,36.49,Yes,Yes,Fiber Optic,3,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.85,1776.95,0.0,0,656.82,2433.77,Female,34,No,No,No,No,0,United States,California,Tarzana,91356,"34.157137, -118.548511",34.157137,-118.548511,27424,Detractor
9451-LPGOO,3780,No,0,7,Offer E,Yes,30.61,Yes,Yes,Fiber Optic,59,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.8,620.35,0.0,0,214.27,834.62,Male,22,Yes,No,No,No,0,United States,California,Fallbrook,92028,"33.362575, -117.299644",33.362575,-117.299644,42239,Detractor
2025-JKFWI,3493,No,0,13,,Yes,24.14,Yes,Yes,Fiber Optic,21,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.0,1301.7,0.0,0,313.82,1615.52,Male,31,No,No,No,No,0,United States,California,Burbank,91501,"34.188339, -118.300942",34.188339,-118.300942,18112,Detractor
4078-SAYYN,2229,No,0,11,,Yes,48.64,Yes,Yes,Fiber Optic,28,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.75,1129.75,0.0,0,535.04,1664.79,Female,45,No,No,No,No,0,United States,California,Burbank,91502,"34.177267, -118.31003",34.177267,-118.31003,11517,Detractor
9940-HPQPG,4176,Yes,1,9,Offer E,Yes,22.0,Yes,Yes,Fiber Optic,7,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,91.75,865.8,0.0,0,198.0,1063.8,Female,58,No,No,Yes,No,0,United States,California,North Hollywood,91601,"34.1692, -118.372498",34.1692,-118.372498,36625,Detractor
6618-RYATB,5571,No,0,1,Offer E,Yes,5.1,Yes,Yes,Fiber Optic,10,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.55,79.55,0.0,0,5.1,84.64999999999999,Female,56,No,No,No,No,0,United States,California,North Hollywood,91605,"34.207295, -118.400022",34.207295,-118.400022,57146,Detractor
9079-YEXQJ,5527,No,0,54,,Yes,46.74,Yes,Yes,Fiber Optic,16,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,111.1,6014.85,0.0,50,2523.96,8588.810000000001,Female,56,No,No,No,No,0,United States,California,Chino,91710,"33.990646, -117.663025",33.990646,-117.663025,75319,Detractor
2685-SREOM,4793,Yes,1,25,,Yes,23.24,Yes,Yes,Fiber Optic,25,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.1,2368.4,0.0,0,581.0,2949.4,Female,36,No,No,Yes,No,0,United States,California,Rancho Cucamonga,91730,"34.10097, -117.57882",34.10097,-117.57882,51970,Detractor
0402-CQAJN,4437,No,0,37,,Yes,24.04,Yes,Yes,Fiber Optic,59,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.9,3545.35,0.0,0,889.48,4434.83,Female,22,Yes,No,No,No,0,United States,California,El Monte,91732,"34.074492, -118.01462",34.074492,-118.01462,62660,Detractor
6692-UDPJC,4304,Yes,1,14,,Yes,9.13,Yes,Yes,Fiber Optic,12,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.65,1301.0,0.0,0,127.82,1428.82,Female,61,No,No,Yes,Yes,1,United States,California,South El Monte,91733,"34.04622, -118.053753",34.04622,-118.053753,45645,Detractor
0295-PPHDO,5962,No,0,1,,Yes,5.59,Yes,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.45,95.45,0.0,0,5.59,101.04,Male,56,No,No,No,No,0,United States,California,La Puente,91744,"34.031441, -117.936436",34.031441,-117.936436,84965,Detractor
1195-OIYEJ,5347,No,0,13,Offer D,Yes,5.43,No,Yes,Fiber Optic,26,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,91.1,1135.7,0.0,80,70.59,1286.29,Male,54,No,No,No,No,0,United States,California,La Puente,91746,"34.038983, -117.991372",34.038983,-117.991372,30802,Detractor
5906-CVLHP,2761,Yes,1,45,,Yes,42.04,No,Yes,Cable,26,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,54.15,2319.8,0.0,0,1891.8,4211.6,Female,60,No,No,Yes,No,0,United States,California,Rowland Heights,91748,"33.976753, -117.897367",33.976753,-117.897367,46342,Detractor
4501-EQDRN,4620,No,0,1,,Yes,21.52,No,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.7,69.7,0.0,0,21.52,91.22,Female,64,No,No,No,No,0,United States,California,Montclair,91763,"34.072121, -117.698319",34.072121,-117.698319,34447,Detractor
2990-HWIML,2898,No,0,6,Offer E,Yes,47.92,No,Yes,Fiber Optic,25,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,573.3,0.0,0,287.52,860.8199999999999,Female,58,No,No,No,No,0,United States,California,Ontario,91764,"34.074087, -117.605618",34.074087,-117.605618,49474,Detractor
7384-GHBPI,2987,Yes,1,3,Offer E,No,0.0,No,Yes,Cable,13,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,35.15,99.75,0.0,0,0.0,99.75,Male,61,No,No,Yes,No,0,United States,California,San Dimas,91773,"34.102119, -117.815532",34.102119,-117.815532,33878,Detractor
7603-USHJS,2010,No,0,12,Offer D,Yes,14.96,Yes,Yes,Fiber Optic,59,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,73.75,871.4,0.0,0,179.52,1050.92,Male,27,Yes,No,No,Yes,1,United States,California,San Gabriel,91775,"34.114772, -118.089431",34.114772,-118.089431,23444,Detractor
5876-HZVZM,4914,Yes,1,6,Offer E,Yes,14.51,No,Yes,Cable,20,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,55.9,365.35,0.0,30,87.06,482.41,Female,55,No,No,Yes,Yes,3,United States,California,West Covina,91792,"34.024405, -117.898722",34.024405,-117.898722,31622,Detractor
3085-QUOZK,3238,No,0,1,Offer E,Yes,34.48,No,Yes,Cable,9,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,43.95,43.95,0.0,0,34.48,78.43,Female,55,No,No,No,No,0,United States,California,Alpine,91901,"32.827184, -116.703729",32.827184,-116.703729,16486,Detractor
3926-CUQZX,4884,No,0,1,Offer E,Yes,11.06,No,Yes,DSL,58,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,45.1,45.1,0.0,0,11.06,56.16,Male,27,Yes,No,No,No,0,United States,California,Campo,91906,"32.673483, -116.472863",32.673483,-116.472863,3133,Detractor
1041-RXHRA,3407,No,0,41,,Yes,40.78,No,Yes,Fiber Optic,41,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,70.25,2868.05,0.0,0,1671.98,4540.030000000001,Female,25,Yes,No,No,No,0,United States,California,Guatay,91931,"32.857946, -116.561917",32.857946,-116.561917,796,Detractor
1750-CSKKM,2688,No,0,9,Offer E,Yes,41.02,No,Yes,DSL,27,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,55.35,449.75,0.0,0,369.18,818.9300000000001,Male,40,No,No,No,Yes,3,United States,California,Imperial Beach,91932,"32.579134, -117.119009",32.579134,-117.119009,26662,Detractor
8267-ZNYVZ,3824,Yes,1,33,,Yes,15.66,No,Yes,Fiber Optic,24,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,103.75,3361.05,0.0,100,516.78,3977.83,Female,47,No,No,Yes,No,0,United States,California,Spring Valley,91977,"32.726627, -116.994608",32.726627,-116.994608,56100,Detractor
6457-GIRWB,2843,No,0,1,,Yes,22.03,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.35,69.35,0.0,0,22.03,91.38,Male,57,No,No,No,No,0,United States,California,Carlsbad,92008,"33.148116, -117.306043",33.148116,-117.306043,35582,Detractor
1450-SKCVI,5276,No,0,56,,Yes,35.59,No,Yes,Fiber Optic,69,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,73.85,4092.85,0.0,0,1993.04,6085.89,Female,22,Yes,No,No,No,0,United States,California,Del Mar,92014,"32.948262, -117.256086",32.948262,-117.256086,13945,Detractor
5570-PTWEH,2270,Yes,1,3,,Yes,15.02,Yes,Yes,Fiber Optic,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.15,216.75,0.0,0,45.06,261.81,Female,33,No,No,Yes,No,0,United States,California,Encinitas,92024,"33.054579, -117.25665",33.054579,-117.25665,47126,Detractor
6502-MJQAE,2072,No,0,1,,Yes,46.21,No,Yes,Fiber Optic,58,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,69.6,0.0,0,46.21,115.81,Male,27,Yes,No,No,No,0,United States,California,Escondido,92027,"33.141265, -116.967221",33.141265,-116.967221,48690,Detractor
7693-LCKZL,5124,Yes,1,5,,Yes,11.54,Yes,Yes,Fiber Optic,19,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15,385.0,0.0,0,57.7,442.7,Male,57,No,No,Yes,Yes,1,United States,California,Julian,92036,"32.980678, -116.262854",32.980678,-116.262854,3577,Detractor
