CLTV,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,num_services,charge_per_service,is_new_customer,is_autopay,NPS
4761,No,0,25,Offer C,Yes,3.58,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.5,516.3,0.0,0,89.5,605.8,Male,29,Yes,No,No,No,0,1,9.75,0,1,Passive
5011,Yes,1,71,Offer A,Yes,9.96,No,Yes,Fiber Optic,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.7,7904.25,0.0,0,707.1600000000001,8611.41,Female,67,No,Yes,Yes,No,0,9,10.97,0,1,Detractor
3241,No,0,27,,Yes,34.98,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.05,1793.25,22.72,0,944.46,2714.99,Male,26,Yes,No,No,No,0,2,23.016666666666666,0,0,Promoter
4793,Yes,1,25,,Yes,23.24,Yes,Yes,Fiber Optic,25,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.1,2368.4,0.0,0,581.0,2949.4,Female,36,No,No,Yes,No,0,6,12.728571428571428,0,1,Detractor
5209,Yes,2,70,Offer A,Yes,15.9,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.55,1462.05,0.0,0,1113.0,2575.05,Female,73,No,Yes,Yes,No,0,1,9.775,0,0,Detractor
5594,No,0,10,Offer D,Yes,17.01,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,24.5,270.15,0.0,0,170.10000000000002,440.25,Female,51,No,No,No,No,0,2,8.166666666666666,1,0,Detractor
4998,No,0,2,,Yes,25.19,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,196.75,0.0,0,50.38,247.13,Male,70,No,Yes,No,No,0,5,15.641666666666666,1,1,Detractor
6469,No,0,63,,Yes,16.57,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.6,1298.7,0.0,0,1043.91,2342.61,Female,25,Yes,No,No,No,0,1,10.3,0,0,Promoter
5718,No,0,64,,Yes,5.68,Yes,Yes,Fiber Optic,24,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,110.5,7069.25,0.0,60,363.52,7492.77,Female,42,No,No,No,No,0,8,12.27777777777778,0,0,Promoter
4400,Yes,1,66,,Yes,21.7,Yes,Yes,Cable,3,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,80.55,5265.1,0.0,0,1432.2,6697.3,Female,74,No,Yes,Yes,No,0,7,10.06875,0,1,Detractor
4521,No,0,54,,No,0.0,No,Yes,DSL,26,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,55.45,2966.95,0.0,0,0.0,2966.95,Male,72,No,Yes,No,No,0,6,7.921428571428572,0,1,Detractor
3965,No,0,15,,Yes,32.54,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,24.8,324.15,12.8,0,488.1,799.4499999999999,Male,53,No,No,No,Yes,3,2,8.266666666666667,0,1,Detractor
5497,Yes,6,71,,Yes,11.3,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.45,1378.45,0.0,0,802.3000000000001,2180.75,Male,21,Yes,No,Yes,Yes,3,1,9.725,0,0,Passive
6153,Yes,6,55,Offer B,Yes,41.18,Yes,Yes,Fiber Optic,18,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,100.9,5448.6,0.0,0,2264.9,7713.5,Female,34,No,No,Yes,Yes,1,7,12.6125,0,0,Passive
5474,No,0,18,Offer D,No,0.0,No,Yes,DSL,26,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,33.5,600.0,0.0,0,0.0,600.0,Male,59,No,No,No,No,0,3,8.375,0,0,Detractor
4400,No,0,14,Offer D,Yes,1.69,No,Yes,Fiber Optic,21,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.05,1112.3,0.0,0,23.66,1135.96,Female,51,No,No,No,No,0,4,16.009999999999998,0,0,Promoter
5122,Yes,1,3,,No,0.0,No,Yes,DSL,19,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,31.0,95.05,0.0,20,0.0,115.05,Female,43,No,No,Yes,Yes,1,1,15.5,1,0,Detractor
4843,No,0,1,,Yes,38.78,Yes,Yes,Fiber Optic,23,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.05,86.05,0.0,0,38.78,124.83,Male,66,No,Yes,Yes,No,0,4,17.21,1,1,Detractor
4641,Yes,1,72,Offer A,Yes,28.63,Yes,Yes,DSL,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,88.7,6501.35,0.0,0,2061.36,8562.710000000001,Male,64,No,No,Yes,Yes,2,10,8.063636363636364,0,0,Passive
3887,Yes,1,7,,Yes,22.61,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,86.5,582.5,0.0,20,158.26999999999998,760.77,Female,62,No,No,Yes,No,0,3,21.625,1,1,Detractor
2929,Yes,10,45,,Yes,43.27,No,Yes,DSL,4,Yes,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,53.3,2296.25,0.0,90,1947.15,4333.4,Male,37,No,No,Yes,No,0,3,13.325,0,0,Detractor
5286,No,0,1,Offer E,Yes,6.43,No,Yes,DSL,27,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,55.45,55.45,0.0,10,6.43,71.88,Female,63,No,No,No,No,0,3,13.8625,1,1,Passive
3391,No,0,2,,Yes,48.34,Yes,Yes,Fiber Optic,28,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.0,174.8,0.0,0,96.68,271.48,Female,57,No,No,No,No,0,6,13.714285714285714,1,1,Detractor
2876,No,0,3,,Yes,26.26,No,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.55,222.3,0.0,0,78.78,301.08000000000004,Female,30,No,No,No,No,0,2,23.183333333333334,1,1,Detractor
2313,No,0,9,,Yes,10.66,Yes,Yes,Fiber Optic,15,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,99.45,919.4,0.0,0,95.94,1015.34,Male,67,No,Yes,No,No,0,6,14.207142857142856,1,0,Detractor
3753,Yes,1,1,Offer E,Yes,16.66,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,21.0,21.0,0.0,0,16.66,37.66,Female,30,No,No,Yes,No,0,1,10.5,1,1,Detractor
2069,Yes,1,16,Offer D,No,0.0,No,Yes,Cable,53,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,35.5,552.7,0.0,80,0.0,632.7,Female,48,No,No,Yes,Yes,3,2,11.833333333333334,0,0,Promoter
4082,Yes,9,66,,Yes,36.36,Yes,Yes,Cable,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.9,5958.85,0.0,0,2399.76,8358.61,Female,31,No,No,Yes,No,0,10,8.172727272727274,0,0,Detractor
5063,Yes,3,71,,Yes,11.18,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.6,1888.25,0.0,0,793.78,2682.03,Female,48,No,No,Yes,No,0,2,8.533333333333333,0,0,Promoter
3817,Yes,1,1,Offer E,Yes,22.86,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.85,20.85,0.0,0,22.86,43.71,Female,80,No,Yes,Yes,No,0,1,10.425,1,0,Detractor
5100,Yes,3,7,Offer E,No,0.0,No,Yes,DSL,17,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,34.2,256.6,0.0,0,0.0,256.6,Male,47,No,No,Yes,No,0,3,8.55,1,0,Passive
3571,No,0,38,,Yes,1.27,Yes,Yes,Fiber Optic,13,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,81.85,3141.7,0.0,0,48.26,3189.96,Male,44,No,No,No,Yes,2,4,16.369999999999997,0,0,Promoter
4149,Yes,3,59,Offer B,Yes,25.57,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.3,1192.7,0.0,0,1508.63,2701.33,Male,33,No,No,Yes,No,0,1,9.65,0,0,Detractor
3676,Yes,7,28,,Yes,33.09,No,Yes,Fiber Optic,19,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,89.9,2433.5,0.0,0,926.52,3360.02,Female,56,No,No,Yes,No,0,6,12.842857142857143,0,0,Passive
5849,Yes,5,50,Offer B,Yes,26.95,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.15,930.9,0.0,0,1347.5,2278.4,Female,37,No,No,Yes,No,0,1,10.075,0,1,Passive
4545,No,0,2,Offer E,Yes,43.56,No,Yes,Fiber Optic,52,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.75,144.8,0.0,0,87.12,231.92,Male,19,Yes,No,No,No,0,3,18.6875,1,1,Detractor
5571,No,0,1,Offer E,Yes,5.1,Yes,Yes,Fiber Optic,10,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.55,79.55,0.0,0,5.1,84.64999999999999,Female,56,No,No,No,No,0,4,15.91,1,0,Detractor
6025,No,0,66,Offer A,Yes,49.13,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.1,1697.7,0.0,0,3242.5800000000004,4940.280000000001,Male,39,No,No,No,No,0,2,8.366666666666667,0,0,Passive
4850,No,0,31,,Yes,17.18,Yes,Yes,Fiber Optic,76,No,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,81.7,2548.65,0.0,0,532.58,3081.23,Male,24,Yes,No,No,No,0,4,16.34,0,0,Promoter
3067,Yes,1,38,,Yes,22.05,No,Yes,Cable,73,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,81.0,3084.9,0.0,0,837.9,3922.8,Male,28,Yes,No,Yes,No,0,8,9.0,0,0,Passive
5267,Yes,5,69,,Yes,42.49,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.2,1412.65,0.0,0,2931.81,4344.46,Female,28,Yes,No,Yes,Yes,2,1,10.1,0,1,Promoter
3687,Yes,1,13,,Yes,2.92,Yes,Yes,Fiber Optic,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.4,896.75,0.0,0,37.96,934.71,Male,36,No,No,Yes,No,0,3,18.6,0,0,Detractor
4577,Yes,7,35,Offer C,No,0.0,No,Yes,DSL,24,Yes,No,No,Yes,Yes,No,No,No,Two Year,Yes,Credit Card,46.35,1662.05,0.0,140,0.0,1802.05,Female,59,No,No,Yes,No,0,3,11.5875,0,0,Passive
2100,No,0,1,,Yes,4.99,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,69.9,69.9,0.0,0,4.99,74.89,Male,49,No,No,Yes,No,0,2,23.3,1,0,Detractor
2583,No,0,42,,Yes,9.46,Yes,Yes,Fiber Optic,14,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.9,3313.4,23.47,0,397.3200000000001,3687.250000000001,Male,53,No,No,No,No,0,4,15.98,0,1,Passive
6466,No,0,67,,Yes,43.3,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,26.1,1759.55,0.0,0,2901.1,4660.65,Female,45,No,No,No,No,0,2,8.700000000000001,0,0,Detractor
4095,Yes,1,30,Offer C,Yes,10.5,Yes,Yes,Fiber Optic,22,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.05,2866.45,0.0,0,315.0,3181.45,Male,33,No,No,Yes,No,0,6,13.435714285714283,0,0,Detractor
5169,Yes,1,70,Offer A,Yes,48.44,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.8,1378.75,0.0,0,3390.8,4769.549999999999,Female,38,No,No,Yes,Yes,2,1,9.9,0,1,Passive
2684,No,0,6,,Yes,43.37,Yes,Yes,Fiber Optic,12,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,87.95,522.35,0.0,0,260.22,782.5699999999999,Male,37,No,No,No,No,0,6,12.564285714285717,1,1,Detractor
6432,Yes,7,61,Offer B,Yes,27.88,Yes,Yes,DSL,5,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,79.8,4914.8,0.0,70,1700.6799999999998,6685.48,Male,36,No,No,Yes,No,0,7,9.975,0,1,Promoter
4710,No,0,3,,No,0.0,No,Yes,DSL,26,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,40.15,130.75,0.0,0,0.0,130.75,Male,19,Yes,No,No,No,0,3,10.0375,1,0,Detractor
4171,Yes,7,72,,Yes,42.16,No,Yes,Cable,18,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,75.4,5480.25,0.0,0,3035.5199999999995,8515.77,Male,43,No,No,Yes,No,0,7,9.425,0,1,Detractor
2110,No,0,13,Offer D,Yes,17.02,Yes,Yes,Fiber Optic,41,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.65,1244.5,0.0,0,221.26,1465.76,Female,28,Yes,No,No,No,0,6,13.80714285714286,0,1,Detractor
3901,No,0,1,Offer E,Yes,30.6,No,Yes,Fiber Optic,27,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,70.8,70.8,0.0,0,30.6,101.4,Female,23,Yes,No,No,No,0,3,17.7,1,0,Detractor
3953,No,0,3,,Yes,5.39,No,Yes,Fiber Optic,10,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,90.7,237.65,0.0,0,16.169999999999998,253.82,Male,47,No,No,No,No,0,5,15.116666666666667,1,0,Passive
4177,Yes,5,35,,Yes,9.04,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.85,739.35,2.29,0,316.4,1053.46,Female,37,No,No,Yes,Yes,1,1,9.925,0,0,Detractor
5887,Yes,1,67,,Yes,35.34,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.25,1733.15,0.0,0,2367.78,4100.93,Female,55,No,No,Yes,No,0,2,8.416666666666666,0,0,Promoter
3457,Yes,1,7,,Yes,8.69,No,Yes,Fiber Optic,53,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.15,496.9,0.0,0,60.83,557.73,Female,34,No,No,Yes,Yes,5,3,18.7875,1,1,Detractor
5068,No,0,50,Offer B,Yes,19.8,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,114.35,5791.1,0.0,10,990.0,6791.1,Male,46,No,No,No,No,0,9,11.435,0,0,Detractor
5666,Yes,3,58,Offer B,Yes,22.14,Yes,Yes,DSL,2,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,86.1,4890.5,0.0,110,1284.12,6284.62,Male,38,No,No,Yes,No,0,8,9.566666666666666,0,1,Detractor
6411,Yes,1,55,Offer B,Yes,41.89,Yes,Yes,Fiber Optic,52,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.5,4713.4,0.0,0,2303.95,7017.349999999999,Male,29,Yes,No,Yes,Yes,2,5,14.25,0,1,Passive
5156,No,0,26,,Yes,29.72,No,Yes,Fiber Optic,11,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,85.2,2184.6,0.0,0,772.72,2957.32,Male,51,No,No,No,No,0,5,14.2,0,1,Promoter
4163,No,0,10,,Yes,33.98,Yes,Yes,DSL,59,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.5,568.2,0.0,0,339.79999999999995,908.0,Male,29,Yes,No,No,No,0,4,10.9,1,0,Passive
5560,Yes,1,2,,Yes,5.67,Yes,Yes,DSL,53,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,56.7,113.55,0.0,0,11.34,124.89,Male,62,No,No,Yes,Yes,3,4,11.34,1,0,Detractor
4868,No,0,7,Offer E,Yes,45.13,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.05,152.95,0.0,0,315.91,468.86,Male,26,Yes,No,No,No,0,2,8.35,1,1,Promoter
3509,Yes,4,10,,Yes,14.04,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.1,184.4,0.0,0,140.39999999999998,324.79999999999995,Female,23,Yes,No,Yes,No,0,1,10.05,1,0,Promoter
5620,Yes,9,14,,Yes,19.03,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.55,294.5,0.0,0,266.42,560.9200000000001,Female,56,No,No,Yes,No,0,1,9.775,0,0,Detractor
3145,No,0,1,Offer E,No,0.0,No,Yes,DSL,6,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.4,24.4,0.0,0,0.0,24.4,Male,40,No,No,No,No,0,1,12.2,1,1,Promoter
4121,Yes,3,42,,Yes,22.89,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.55,3930.6,0.0,0,961.38,4891.98,Female,66,No,Yes,Yes,No,0,6,13.65,0,1,Detractor
4201,No,0,68,,Yes,48.41,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.5,1424.9,0.0,0,3291.88,4716.78,Female,32,No,No,No,No,0,1,10.25,0,0,Passive
2798,No,0,1,,Yes,18.15,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,20.05,0.0,0,18.15,38.2,Male,23,Yes,No,No,No,0,1,10.025,1,0,Promoter
2041,Yes,1,41,,Yes,15.91,Yes,Yes,DSL,29,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,73.0,3001.2,0.0,0,652.3100000000001,3653.51,Male,34,No,No,Yes,No,0,7,9.125,0,1,Detractor
2422,Yes,6,18,,Yes,5.73,No,Yes,DSL,13,Yes,No,No,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,59.1,1011.05,31.05,0,103.14,1083.14,Male,74,No,Yes,Yes,No,0,4,11.82,0,0,Detractor
5763,No,0,54,,Yes,41.83,Yes,Yes,Fiber Optic,9,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.1,5440.9,0.0,0,2258.82,7699.719999999999,Female,38,No,No,No,No,0,7,12.5125,0,1,Detractor
4026,Yes,5,55,,Yes,20.1,Yes,Yes,Fiber Optic,19,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.1,4600.95,14.3,0,1105.5,5692.15,Female,51,No,No,Yes,Yes,2,5,14.183333333333332,0,1,Detractor
3190,No,0,3,,Yes,25.96,No,Yes,DSL,7,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.3,196.15,0.0,0,77.88,274.03,Female,45,No,No,No,No,0,4,11.06,1,1,Detractor
3469,No,0,6,Offer E,Yes,16.58,No,Yes,Fiber Optic,17,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Mailed Check,94.5,575.45,0.0,10,99.48,684.9300000000001,Male,53,No,No,No,No,0,5,15.75,1,0,Detractor
4686,Yes,1,38,Offer C,Yes,44.32,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.3,749.35,10.65,0,1684.16,2422.86,Female,52,No,No,Yes,Yes,3,1,10.15,0,0,Promoter
4797,Yes,1,4,Offer E,Yes,42.13,No,Yes,Cable,52,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46.0,181.6,0.0,0,168.52,350.12,Female,68,No,Yes,Yes,Yes,3,2,15.333333333333334,1,1,Detractor
4982,Yes,1,71,Offer A,Yes,5.76,Yes,Yes,Fiber Optic,11,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,108.6,7690.9,0.0,20,408.96,8119.86,Male,57,No,No,Yes,No,0,8,12.066666666666666,0,0,Detractor
3539,Yes,2,41,,Yes,43.19,No,Yes,Fiber Optic,59,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.9,3848.0,0.0,0,1770.79,5618.79,Female,25,Yes,No,Yes,Yes,3,6,13.55714285714286,0,1,Detractor
4722,No,0,16,,Yes,47.45,Yes,Yes,DSL,30,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,65.2,1043.35,0.0,0,759.2,1802.55,Female,48,No,No,No,No,0,6,9.314285714285717,0,0,Detractor
4927,Yes,9,58,,Yes,18.68,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.75,1185.95,0.0,0,1083.44,2269.3900000000003,Male,31,No,No,Yes,No,0,1,10.375,0,0,Promoter
5495,Yes,1,29,Offer C,Yes,37.65,Yes,Yes,DSL,9,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,51.6,1442.0,0.0,0,1091.85,2533.85,Male,77,No,Yes,Yes,No,0,3,12.9,0,1,Promoter
5075,No,0,49,,Yes,20.45,No,Yes,Cable,23,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,67.4,3306.85,0.0,0,1002.05,4308.9,Female,37,No,No,No,No,0,6,9.62857142857143,0,1,Detractor
3274,Yes,10,22,,Yes,9.05,No,Yes,Fiber Optic,57,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.05,2090.25,0.0,0,199.1,2289.35,Male,36,No,No,Yes,Yes,3,7,12.50625,0,0,Passive
2534,No,0,11,Offer D,No,0.0,No,Yes,DSL,52,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,35.8,363.15,0.0,0,0.0,363.15,Female,22,Yes,No,No,No,0,2,11.933333333333332,1,0,Promoter
3654,No,0,38,,Yes,46.96,Yes,Yes,Fiber Optic,13,No,No,No,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,94.75,3653.0,45.82,0,1784.48,5391.66,Male,68,No,Yes,No,No,0,5,15.791666666666666,0,1,Detractor
3368,Yes,1,17,Offer D,Yes,44.97,No,Yes,Fiber Optic,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.0,1149.65,0.0,0,764.49,1914.14,Male,58,No,No,Yes,No,0,2,23.0,0,1,Detractor
3758,Yes,1,8,Offer E,Yes,3.85,No,Yes,DSL,20,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,51.05,415.05,0.0,0,30.8,445.85,Male,47,No,No,Yes,Yes,1,3,12.7625,1,1,Detractor
4246,No,0,56,,Yes,47.82,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,25.95,1444.05,0.0,0,2677.92,4121.97,Male,52,No,No,No,No,0,2,8.65,0,1,Detractor
2681,No,0,48,,Yes,33.91,No,Yes,DSL,13,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,60.35,2896.4,0.0,0,1627.6799999999998,4524.08,Female,51,No,No,No,No,0,5,10.058333333333334,0,0,Detractor
2739,No,0,5,,Yes,43.02,No,Yes,DSL,42,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.55,244.75,0.0,0,215.1,459.85,Female,24,Yes,No,No,No,0,3,12.6375,1,1,Detractor
5491,Yes,10,71,,No,0.0,No,Yes,Cable,28,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,52.3,3765.05,0.0,40,0.0,3805.05,Male,73,No,Yes,Yes,No,0,5,8.716666666666667,0,1,Promoter
3805,No,0,2,,Yes,40.75,No,Yes,DSL,71,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,49.25,97.0,0.0,0,81.5,178.5,Male,22,Yes,No,No,No,0,3,12.3125,1,0,Promoter
6395,Yes,10,67,,No,0.0,No,Yes,DSL,6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,50.95,3521.7,0.0,0,0.0,3521.7,Male,39,No,No,Yes,No,0,6,7.278571428571429,0,1,Detractor
2576,Yes,1,40,Offer B,Yes,22.56,Yes,Yes,Cable,4,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.3,4113.1,0.0,0,902.4,5015.5,Male,54,No,No,Yes,No,0,7,12.6625,0,1,Detractor
4699,No,0,3,,No,0.0,No,Yes,DSL,22,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,29.2,98.5,0.0,0,0.0,98.5,Female,34,No,No,No,No,0,2,9.733333333333333,1,0,Passive
4766,No,0,53,Offer B,Yes,34.58,No,Yes,Fiber Optic,28,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,96.75,5206.55,0.0,0,1832.74,7039.29,Female,72,No,Yes,No,No,0,7,12.09375,0,0,Passive
5098,Yes,6,72,Offer A,Yes,14.75,Yes,Yes,Fiber Optic,16,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,116.75,8277.05,0.0,0,1062.0,9339.05,Female,79,No,Yes,Yes,No,0,9,11.675,0,0,Detractor
3676,Yes,3,38,,Yes,12.71,Yes,Yes,Fiber Optic,9,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,91.7,3479.05,0.0,0,482.98,3962.03,Male,36,No,No,Yes,No,0,5,15.283333333333331,0,1,Detractor
5014,No,0,11,,Yes,2.81,Yes,Yes,DSL,3,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,55.6,580.8,15.2,0,30.91,596.5099999999999,Female,73,No,Yes,No,No,0,4,11.12,1,1,Passive
4718,Yes,1,19,Offer D,Yes,25.75,No,Yes,Fiber Optic,22,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.2,1441.1,0.0,0,489.25,1930.35,Female,31,No,No,Yes,No,0,3,18.3,0,1,Detractor
4658,Yes,7,71,Offer A,Yes,19.9,Yes,Yes,DSL,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.3,6388.65,0.0,0,1412.9,7801.549999999999,Female,38,No,No,Yes,No,0,10,8.118181818181817,0,0,Detractor
