Customer ID,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Population
5014-WUQMG,3,Stayed,No,0,68,5793,,,Yes,1,47,Offer B,Yes,15.59,No,Yes,Fiber Optic,52,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,96.1,4391.45,0.0,0,732.73,5124.18,Male,23,Yes,No,Yes,Yes,2,United States,California,Hornbrook,96044,"41.962127, -122.527696",41.962127,-122.527696,1026
5312-TSZVC,5,Stayed,No,0,34,4818,,,No,0,15,,Yes,23.56,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.65,270.6,0.0,0,353.4,624.0,Female,36,No,No,No,No,0,United States,California,Hyampom,96046,"40.648024, -123.465088",40.648024,-123.465088,268
2782-JEEBU,4,Stayed,No,0,64,3378,,,No,0,21,,No,0.0,No,Yes,DSL,9,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,36.0,780.15,0.0,0,0.0,780.15,Male,39,No,No,No,No,0,United States,California,Los Molinos,96055,"40.059385, -122.091481",40.059385,-122.091481,3756
5127-BZENZ,3,Stayed,No,0,26,4775,,,Yes,1,56,Offer B,Yes,39.72,Yes,Yes,DSL,11,Yes,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,65.2,3512.15,0.0,0,2224.3199999999997,5736.469999999999,Female,62,No,No,Yes,No,0,United States,California,Mcarthur,96056,"41.10831, -121.360362",41.10831,-121.360362,1554
2720-FVBQP,3,Stayed,No,0,30,3061,,,Yes,1,6,Offer E,Yes,24.83,Yes,Yes,Cable,82,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.95,273.25,0.0,0,148.98,422.23,Female,28,Yes,No,Yes,Yes,1,United States,California,Mccloud,96057,"41.251322, -122.105209",41.251322,-122.105209,1586
4522-XRWWI,3,Stayed,No,0,62,4397,,,Yes,1,42,Offer B,Yes,17.31,Yes,Yes,Cable,82,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80.45,3375.9,0.0,0,727.02,4102.92,Male,30,No,No,Yes,No,0,United States,California,Manton,96059,"40.426679, -121.850421",40.426679,-121.850421,598
3766-EJLFL,4,Stayed,No,0,80,6391,,,Yes,1,68,,Yes,18.42,Yes,Yes,Fiber Optic,53,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.05,7508.55,0.0,0,1252.5600000000002,8761.11,Female,55,No,No,Yes,Yes,3,United States,California,Mill Creek,96061,"40.331975, -121.460674",40.331975,-121.460674,78
5939-SXWHM,3,Stayed,No,0,72,2111,,,Yes,1,48,Offer B,Yes,20.73,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,26.3,1245.05,0.0,0,995.04,2240.09,Male,59,No,No,Yes,Yes,3,United States,California,Millville,96062,"40.531257, -122.148139",40.531257,-122.148139,830
7643-RCHXS,4,Stayed,No,0,23,4566,,,No,0,63,Offer B,Yes,41.84,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.35,1263.85,0.0,0,2635.92,3899.77,Female,31,No,No,Yes,Yes,3,United States,California,Montgomery Creek,96065,"40.877552, -121.885884",40.877552,-121.885884,431
8246-SHFGA,3,Stayed,No,0,78,2842,,,No,0,17,,Yes,34.02,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,21.1,385.55,0.0,0,578.34,963.8900000000001,Male,24,Yes,No,No,No,0,United States,California,Mount Shasta,96067,"41.33832, -122.290756",41.33832,-122.290756,7309
0620-XEFWH,4,Stayed,No,0,63,5279,,,Yes,1,4,Offer E,Yes,39.04,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,18.85,84.2,0.0,0,156.16,240.36,Male,41,No,No,Yes,Yes,1,United States,California,Oak Run,96069,"40.689243, -122.037023",40.689243,-122.037023,829
6485-QXWWE,3,Stayed,No,0,46,4535,,,No,0,62,Offer B,Yes,2.83,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,26.0,1638.7,0.0,0,175.46,1814.16,Female,51,No,No,No,Yes,3,United States,California,Old Station,96071,"40.656287, -121.428965",40.656287,-121.428965,182
7321-VGNKU,3,Joined,No,0,39,4917,,,Yes,1,2,Offer E,Yes,7.7,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.35,120.25,0.0,20,15.4,155.65,Female,45,No,No,Yes,No,0,United States,California,Paskenta,96074,"39.884395, -122.587513",39.884395,-122.587513,263
5327-CNLUQ,4,Stayed,No,0,38,2613,,,Yes,1,48,Offer B,Yes,6.1,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,96.9,4473.45,0.0,0,292.79999999999995,4766.25,Male,33,No,No,Yes,No,0,United States,California,Paynes Creek,96075,"40.343213, -121.815412",40.343213,-121.815412,433
7552-KEYGT,4,Stayed,No,0,44,4430,,,Yes,1,27,Offer C,Yes,44.19,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.55,520.55,0.0,0,1193.1299999999999,1713.6799999999998,Male,53,No,No,Yes,No,0,United States,California,Platina,96076,"40.367964, -122.937379",40.367964,-122.937379,215
5816-JMLGY,5,Stayed,No,0,28,6367,,,Yes,4,70,,Yes,39.78,No,Yes,DSL,52,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.4,5717.85,0.0,0,2784.6,8502.45,Female,28,Yes,No,Yes,No,0,United States,California,Red Bluff,96080,"40.186772, -122.388361",40.186772,-122.388361,26438
2927-QRRQV,4,Stayed,No,0,79,4120,,,Yes,1,46,Offer B,Yes,10.13,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,94.65,4312.5,0.0,0,465.98,4778.48,Male,44,No,No,Yes,No,0,United States,California,Scott Bar,96085,"41.737962, -123.07557",41.737962,-123.07557,88
6265-SXWBU,4,Stayed,No,0,74,5561,,,Yes,9,69,,Yes,42.45,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,95.75,6511.25,0.0,0,2929.05,9440.3,Male,35,No,No,Yes,Yes,2,United States,California,Shingletown,96088,"40.497441, -121.827524",40.497441,-121.827524,4231
7941-RCJOW,5,Stayed,No,0,76,4309,,,No,0,65,Offer B,Yes,44.7,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.55,1218.65,0.0,0,2905.5,4124.15,Male,34,No,No,No,No,0,United States,California,Tehama,96090,"40.021787, -122.127576",40.021787,-122.127576,405
2387-KDZQY,4,Stayed,No,0,51,2185,,,No,0,17,,Yes,31.6,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.1,279.5,0.0,0,537.2,816.7,Male,46,No,No,No,No,0,United States,California,Weaverville,96093,"40.759401, -122.939337",40.759401,-122.939337,3749
3584-WKTTW,4,Stayed,No,0,35,4053,,,Yes,2,51,Offer B,Yes,39.32,Yes,Yes,Fiber Optic,76,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.55,5720.35,0.0,0,2005.32,7725.67,Male,23,Yes,No,Yes,No,0,United States,California,Weed,96094,"41.465121, -122.380947",41.465121,-122.380947,5896
3399-BMLVW,3,Stayed,No,0,75,4994,,,Yes,5,51,Offer B,Yes,9.53,No,Yes,DSL,10,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,60.5,3121.45,0.0,0,486.03,3607.4799999999996,Male,40,No,No,Yes,No,0,United States,California,Whitmore,96096,"40.637105, -121.906949",40.637105,-121.906949,843
1971-DTCZB,3,Stayed,No,0,54,6091,,,Yes,6,72,,Yes,42.64,Yes,Yes,DSL,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,90.95,6468.6,0.0,0,3070.08,9538.68,Female,52,No,No,Yes,No,0,United States,California,Yreka,96097,"41.764869, -122.671316",41.764869,-122.671316,9538
3374-PZLXD,3,Stayed,No,0,73,4136,,,No,0,34,Offer C,Yes,36.52,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,675.6,0.0,0,1241.68,1917.2800000000002,Male,31,No,No,No,No,0,United States,California,Blairsden Graeagle,96103,"39.783747, -120.661032",39.783747,-120.661032,1839
3813-DHBBB,3,Stayed,No,0,77,6395,,,Yes,10,67,,No,0.0,No,Yes,DSL,6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,50.95,3521.7,0.0,0,0.0,3521.7,Male,39,No,No,Yes,No,0,United States,California,Cedarville,96104,"41.505916, -120.152505",41.505916,-120.152505,857
2812-REYAT,5,Stayed,No,0,72,5579,,,Yes,3,49,,Yes,22.1,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.05,923.1,0.0,0,1082.9,2006.0,Female,56,No,No,Yes,No,0,United States,California,Chilcoot,96105,"39.872961, -120.198876",39.872961,-120.198876,650
6518-PPLMZ,3,Stayed,No,0,73,4497,,,Yes,8,53,,Yes,25.32,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.4,1110.35,0.0,0,1341.96,2452.31,Male,38,No,No,Yes,Yes,3,United States,California,Clio,96106,"39.745805, -120.580882",39.745805,-120.580882,88
4939-KYYPY,4,Stayed,No,0,23,4818,,,No,0,27,,Yes,33.94,Yes,Yes,Cable,25,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.45,1611.65,0.0,0,916.3799999999999,2528.0299999999997,Male,55,No,No,No,No,0,United States,California,Coleville,96107,"38.42528, -119.475741",38.42528,-119.475741,1332
5930-GBIWP,4,Stayed,No,0,45,5286,,,No,0,69,,Yes,3.24,Yes,Yes,Cable,26,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,81.5,5553.25,0.0,0,223.56,5776.81,Male,46,No,No,No,No,0,United States,California,Doyle,96109,"40.012675, -120.101857",40.012675,-120.101857,1177
6022-KOUQO,4,Joined,No,0,22,4998,,,Yes,4,2,Offer E,No,0.0,No,Yes,Cable,27,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.05,44.75,0.0,0,0.0,44.75,Female,51,No,No,Yes,Yes,2,United States,California,Eagleville,96110,"41.280341, -120.150381",41.280341,-120.150381,132
2361-UPSND,3,Stayed,No,0,52,5433,,,Yes,6,46,,Yes,44.75,No,Yes,DSL,27,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,70.6,3231.05,0.0,0,2058.5,5289.55,Female,45,No,No,Yes,No,0,United States,California,Herlong,96113,"40.198234, -120.18089",40.198234,-120.18089,946
6035-RIIOM,5,Stayed,No,0,55,4971,,,No,0,54,,Yes,31.55,Yes,Yes,Fiber Optic,8,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,97.2,5129.45,0.0,0,1703.7,6833.15,Female,39,No,No,No,No,0,United States,California,Janesville,96114,"40.294034, -120.512622",40.294034,-120.512622,3093
9504-DSHWM,3,Stayed,No,0,58,5924,,,No,0,20,,Yes,33.14,Yes,Yes,DSL,17,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,59.2,1191.2,0.0,130,662.8,1984.0,Male,53,No,No,No,No,0,United States,California,Litchfield,96117,"40.507272, -120.338228",40.507272,-120.338228,385
5035-BVCXS,4,Stayed,No,0,70,4278,,,No,0,11,,Yes,13.55,No,Yes,Fiber Optic,27,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.9,866.4,0.0,0,149.05,1015.45,Male,20,Yes,No,No,No,0,United States,California,Loyalton,96118,"39.637471, -120.226338",39.637471,-120.226338,1822
3533-UVMOM,3,Stayed,No,0,43,5036,,,Yes,4,68,,Yes,11.94,No,Yes,DSL,3,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,70.95,4741.45,0.0,0,811.92,5553.37,Male,56,No,No,Yes,No,0,United States,California,Markleeville,96120,"38.735789, -119.85798",38.735789,-119.85798,957
1478-VPOAD,5,Joined,No,0,31,4633,,,No,0,1,Offer E,Yes,37.5,No,Yes,DSL,3,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,43.8,43.8,0.0,0,37.5,81.3,Female,39,No,No,No,No,0,United States,California,Calpine,96124,"39.672813, -120.456699",39.672813,-120.456699,322
9995-HOTOH,3,Stayed,No,0,20,5639,,,Yes,1,63,,No,0.0,No,Yes,Cable,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,59.0,3707.6,0.0,0,0.0,3707.6,Male,36,No,No,Yes,No,0,United States,California,Sierra City,96125,"39.600599, -120.636358",39.600599,-120.636358,348
2988-PLAHS,5,Joined,No,0,67,2754,,,No,0,3,Offer E,Yes,29.51,No,Yes,Cable,17,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,69.95,220.45,0.0,30,88.53,338.98,Female,58,No,No,No,No,0,United States,California,Sierraville,96126,"39.559709, -120.345639",39.559709,-120.345639,227
1371-OJCEK,5,Stayed,No,0,70,4200,,,No,0,48,,Yes,13.67,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.35,1133.7,0.0,0,656.16,1789.8600000000001,Female,25,Yes,No,No,No,0,United States,California,Standish,96128,"40.346634, -120.386422",40.346634,-120.386422,408
4999-IEZLT,3,Stayed,No,0,55,5112,,,No,0,66,,No,0.0,No,Yes,Cable,15,No,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,29.45,1983.15,0.0,0,0.0,1983.15,Male,45,No,No,No,No,0,United States,California,Susanville,96130,"40.559177, -120.612113",40.559177,-120.612113,19440
8883-ANODQ,5,Stayed,No,0,34,5045,,,Yes,3,68,,Yes,24.94,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,84.4,5746.75,0.0,0,1695.92,7442.67,Female,44,No,No,Yes,Yes,1,United States,California,Termo,96132,"41.027281, -120.669427",41.027281,-120.669427,72
2351-RRBUE,4,Stayed,No,0,70,3575,,,Yes,2,7,Offer E,Yes,41.64,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.65,134.05,0.0,0,291.48,425.53000000000003,Female,20,Yes,No,Yes,No,0,United States,California,Tulelake,96134,"41.813521, -121.492666",41.813521,-121.492666,2595
5980-BDHPY,3,Stayed,No,0,76,5993,,,Yes,5,72,,Yes,12.02,Yes,Yes,Cable,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,87.1,6230.1,0.0,0,865.4399999999999,7095.54,Male,48,No,No,Yes,No,0,United States,California,Wendel,96136,"40.345949, -120.081187",40.345949,-120.081187,162
1498-DQNRX,4,Stayed,No,0,59,2712,,,No,0,29,,Yes,5.69,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.85,573.05,0.0,0,165.01000000000002,738.06,Female,46,No,No,Yes,No,0,United States,California,Westwood,96137,"40.271535, -121.018087",40.271535,-121.018087,4158
9469-WEJBT,3,Stayed,No,0,76,3347,,,Yes,4,37,,Yes,6.99,No,Yes,Fiber Optic,22,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.35,3419.3,0.0,150,258.63,3827.9300000000003,Male,56,No,No,Yes,No,0,United States,California,Carnelian Bay,96140,"39.227434, -120.091806",39.227434,-120.091806,1943
2581-VKIRT,3,Stayed,No,0,35,5631,,,Yes,6,59,,Yes,14.49,Yes,Yes,Cable,25,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Mailed Check,65.5,3801.3,0.0,0,854.91,4656.21,Female,57,No,No,Yes,No,0,United States,California,Kings Beach,96143,"39.246654, -120.029273",39.246654,-120.029273,4806
2851-MMUTZ,3,Stayed,No,0,69,3056,,,No,0,27,,Yes,1.31,No,Yes,Cable,53,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,56.15,1439.35,0.0,0,35.370000000000005,1474.7199999999998,Female,29,Yes,No,No,No,0,United States,California,Tahoe Vista,96148,"39.24124, -120.054765",39.24124,-120.054765,678
3307-TLCUD,3,Stayed,No,0,45,4207,,,Yes,1,17,,No,0.0,No,Yes,Cable,10,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,34.4,592.75,0.0,0,0.0,592.75,Male,36,No,No,Yes,No,0,United States,California,Los Angeles,90001,"33.973616, -118.24902",33.973616,-118.24902,54492
6625-FLENO,5,Stayed,No,0,20,4927,,,Yes,9,58,,Yes,18.68,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.75,1185.95,0.0,0,1083.44,2269.3900000000003,Male,31,No,No,Yes,No,0,United States,California,Los Angeles,90002,"33.949255, -118.246978",33.949255,-118.246978,44586
2967-MXRAV,3,Joined,No,0,51,5160,,,Yes,9,1,,Yes,43.57,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,18.8,18.8,0.0,0,43.57,62.370000000000005,Male,29,Yes,No,Yes,No,0,United States,California,Los Angeles,90003,"33.964131, -118.272783",33.964131,-118.272783,58198
8189-HBVRW,3,Stayed,No,0,20,5249,,,No,0,53,,Yes,2.51,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,90.8,4921.2,0.0,60,133.03,5114.23,Female,50,No,No,No,No,0,United States,California,Los Angeles,90005,"34.059281, -118.30742",34.059281,-118.30742,43019
4163-KIUHY,4,Stayed,No,0,56,2980,,,No,0,35,,Yes,39.84,Yes,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.6,901.25,0.0,0,1394.4,2295.65,Male,21,Yes,No,No,No,0,United States,California,Los Angeles,90006,"34.048013, -118.293953",34.048013,-118.293953,62784
3500-NSDOA,4,Stayed,No,0,61,5540,,,Yes,1,68,,Yes,11.12,Yes,Yes,Cable,10,No,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,70.8,4859.95,0.0,0,756.16,5616.11,Male,35,No,No,Yes,No,0,United States,California,Los Angeles,90008,"34.008293, -118.346766",34.008293,-118.346766,30852
1171-TYKUR,3,Stayed,No,0,33,3159,,,Yes,1,47,,Yes,10.07,Yes,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,25.4,1139.2,0.0,0,473.29,1612.49,Male,20,Yes,No,Yes,No,0,United States,California,Los Angeles,90010,"34.062125, -118.315709",34.062125,-118.315709,1957
1219-NNDDO,5,Stayed,No,0,38,4834,,,No,0,9,Offer E,Yes,42.41,Yes,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.85,663.55,0.0,0,381.68999999999994,1045.2399999999998,Female,51,No,No,No,No,0,United States,California,Los Angeles,90015,"34.039224, -118.266293",34.039224,-118.266293,15140
8388-DMKAE,5,Stayed,No,0,37,2653,,,No,0,8,Offer E,Yes,15.86,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,20.25,174.65,0.0,0,126.88,301.53,Female,41,No,No,No,No,0,United States,California,Los Angeles,90016,"34.028331, -118.354338",34.028331,-118.354338,46984
4403-BWPAY,4,Stayed,No,0,22,4527,,,No,0,14,,Yes,33.5,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,24.8,321.7,0.0,0,469.0,790.7,Male,40,No,No,No,No,0,United States,California,Los Angeles,90017,"34.052842, -118.264495",34.052842,-118.264495,20692
9659-QEQSY,3,Stayed,No,0,75,3974,,,No,0,45,,Yes,33.73,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,115.65,5125.5,0.0,0,1517.85,6643.35,Female,26,Yes,No,No,No,0,United States,California,Los Angeles,90018,"34.028735, -118.317236",34.028735,-118.317236,47143
5405-ZMYXQ,5,Stayed,No,0,57,2142,,,No,0,8,Offer E,Yes,1.28,Yes,Yes,Fiber Optic,42,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.6,548.9,0.0,0,10.24,559.14,Female,21,Yes,No,No,No,0,United States,California,Los Angeles,90019,"34.049841, -118.33846",34.049841,-118.33846,67520
1442-OKRJE,4,Stayed,No,0,80,4663,,,Yes,7,66,,Yes,39.45,No,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.15,7031.3,0.0,0,2603.7000000000003,9635.0,Male,40,No,No,Yes,Yes,2,United States,California,Los Angeles,90021,"34.029043, -118.239504",34.029043,-118.239504,3012
4737-AQCPU,3,Stayed,No,0,42,4658,,,Yes,5,72,,Yes,42.55,Yes,Yes,DSL,18,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,72.1,5016.65,0.0,0,3063.6,8080.25,Male,39,No,No,Yes,No,0,United States,California,Los Angeles,90022,"34.02381, -118.156582",34.02381,-118.156582,68701
2808-CHTDM,5,Stayed,No,0,67,2267,,,Yes,4,23,,Yes,35.86,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,25.1,611.45,0.0,0,824.78,1436.23,Female,47,No,No,Yes,Yes,2,United States,California,Los Angeles,90024,"34.066303, -118.435479",34.066303,-118.435479,44150
0793-TWELN,3,Stayed,No,0,62,2841,,,No,0,4,Offer E,Yes,6.5,Yes,Yes,Fiber Optic,73,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15,319.85,0.0,0,26.0,345.85,Female,27,Yes,No,No,No,0,United States,California,Los Angeles,90026,"34.078991, -118.263804",34.078991,-118.263804,73686
3283-WCWXT,3,Stayed,No,0,52,2882,,,Yes,8,6,Offer E,Yes,31.73,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,25.4,153.3,0.0,0,190.38,343.68,Male,58,No,No,Yes,Yes,3,United States,California,Los Angeles,90027,"34.127194, -118.295647",34.127194,-118.295647,48727
5451-MHQOF,3,Stayed,No,0,78,5623,,,Yes,7,56,,Yes,32.93,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Mailed Check,24.45,1431.65,0.0,0,1844.08,3275.73,Male,64,No,No,Yes,No,0,United States,California,Los Angeles,90031,"34.085807, -118.206617",34.085807,-118.206617,38415
4836-WNFNO,4,Stayed,No,0,35,6126,,,Yes,7,72,,Yes,39.98,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.0,1849.2,0.0,0,2878.56,4727.76,Female,56,No,No,Yes,No,0,United States,California,Los Angeles,90032,"34.078821, -118.177576",34.078821,-118.177576,46960
9225-BZLNZ,3,Stayed,No,0,52,6275,,,Yes,9,72,,Yes,16.58,Yes,Yes,DSL,30,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,85.25,6083.1,0.0,0,1193.7599999999998,7276.860000000001,Male,64,No,No,Yes,No,0,United States,California,Los Angeles,90033,"34.050198, -118.210946",34.050198,-118.210946,49431
0354-VXMJC,5,Stayed,No,0,35,4617,,,Yes,10,23,,Yes,34.04,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6,426.65,0.0,0,782.92,1209.57,Male,60,No,No,Yes,Yes,3,United States,California,Los Angeles,90034,"34.030578, -118.399613",34.030578,-118.399613,58218
4422-QVIJA,3,Stayed,No,0,74,5879,,,No,0,35,,Yes,38.82,Yes,Yes,DSL,19,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,50.15,1655.35,0.0,130,1358.7,3144.05,Female,52,No,No,No,Yes,1,United States,California,Los Angeles,90035,"34.051809, -118.383843",34.051809,-118.383843,27799
8332-OSJDW,4,Stayed,No,0,65,3277,,,Yes,5,12,,Yes,45.15,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,26.4,314.95,0.0,0,541.8,856.75,Male,54,No,No,Yes,No,0,United States,California,Los Angeles,90038,"34.088017, -118.327168",34.088017,-118.327168,32562
4735-BJKOU,5,Stayed,No,0,64,3915,,,No,0,40,,Yes,8.36,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,20.15,804.85,0.0,0,334.4,1139.25,Female,33,No,No,No,No,0,United States,California,Los Angeles,90039,"34.110845, -118.259595",34.110845,-118.259595,29310
0274-JKUJR,3,Stayed,No,0,76,3332,,,Yes,9,7,Offer E,No,0.0,No,Yes,Cable,47,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,58.85,465.7,0.0,0,0.0,465.7,Male,21,Yes,No,Yes,Yes,2,United States,California,Los Angeles,90040,"33.994524, -118.149953",33.994524,-118.149953,9805
5740-YHGTW,4,Stayed,No,0,49,4551,,,Yes,8,70,,Yes,32.38,Yes,Yes,Fiber Optic,53,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,97.55,6669.05,0.0,0,2266.6000000000004,8935.650000000001,Male,62,No,No,Yes,Yes,3,United States,California,Los Angeles,90041,"34.137412, -118.207607",34.137412,-118.207607,27866
8917-SZTTJ,5,Stayed,No,0,50,6315,,,Yes,7,60,,Yes,21.98,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.65,1161.75,0.0,0,1318.8,2480.55,Male,31,No,No,Yes,Yes,1,United States,California,Los Angeles,90042,"34.11572, -118.192754",34.11572,-118.192754,64672
1696-MZVAU,3,Stayed,No,0,21,4259,,,Yes,8,39,,No,0.0,No,Yes,DSL,48,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,25.25,947.75,0.0,0,0.0,947.75,Male,27,Yes,No,Yes,No,0,United States,California,Los Angeles,90043,"33.988543, -118.334081",33.988543,-118.334081,44764
7359-WWYJV,4,Stayed,No,0,53,6274,,,Yes,5,72,,Yes,6.29,Yes,Yes,Fiber Optic,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,114.45,8375.05,0.0,0,452.88,8827.929999999998,Male,53,No,No,Yes,No,0,United States,California,Los Angeles,90044,"33.952714, -118.292061",33.952714,-118.292061,87383
4906-ZHGPK,3,Stayed,No,0,77,5276,,,Yes,3,54,,Yes,48.45,Yes,Yes,DSL,28,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,70.7,3770.0,0.0,0,2616.3,6386.3,Male,49,No,No,Yes,No,0,United States,California,Los Angeles,90046,"34.108455, -118.362081",34.108455,-118.362081,49839
